identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines,x_umap_2D,mature_multimere_pred,full_multimere_pred,Dimeric,y_umap_2D,x_umap_3D,y_umap_3D,z_umap_3D,x_pca_3D,y_pca_3D,z_pca_3D,variance,x_tsne_2D,y_tsne_2D,x_tsne_3D,y_tsne_3D,z_tsne_3D
TR|A0A346CIA9|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10.0,4.829742,1,,False,14.458611,5.8128104,6.9643784,-0.25241792,0.2518985313406575,-0.0755201153806622,-0.3086058680683002,,-55.2071,16.390024,16.35009,16.265093,-0.073332876
TR|A0A346CIB0|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10.0,6.191713,1,,False,13.834253,5.4911456,6.737016,1.5096358,0.1350682103201437,-0.0399288492222434,-0.3242592589922757,,-28.355335,15.660262,6.0018206,11.357036,4.9541388
TR|A0A346CIB1|Spilotes_sulphureus,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11.0,4.842932,1,,True,14.076379,5.488793,7.2220583,-0.41277996,0.2559654616778254,-0.2441152897907185,-0.3867736875253892,,-54.080883,14.269088,17.085546,14.016884,-0.09580419
TR|A0A346CIB2|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10.0,4.805994,1,,False,14.335524,5.715634,6.9892063,-0.35721523,0.2927728845208051,-0.0589379839209542,-0.338340106844301,,-55.05353,16.347788,16.149872,16.109835,-0.16803415
TR|A0A346CIB4|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10.0,4.6946507,1,,False,14.470244,5.740509,6.7348948,-0.48629916,0.2188411292635816,-0.0773564033661294,-0.3229532804016114,,-55.618565,16.872175,16.408743,17.024574,-0.5857671
TR|A0A346CIB5|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10.0,4.837186,1,,False,14.629333,5.8260255,6.7668695,-0.41752604,0.1770077273992041,-0.1010104583453853,-0.290075322917997,,-55.677647,16.854204,16.544378,17.07644,-0.48917437
TR|A0A346CIB7|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10.0,6.1966677,1,,False,13.795935,5.534157,6.67931,1.3127385,0.1149325760050408,-0.0557698893615054,-0.2775659452556676,,-28.374525,15.6751585,6.007484,11.366065,4.924959
NCBI|TANNI_GJFV01002418.1_1_255|Tantilla_nigriceps,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,6.3791585,2,,False,10.934787,6.5401044,8.899384,2.3627455,0.1265408890019197,-0.0139716040210396,-0.1284837885714632,,-24.737217,-0.92929095,7.732053,-0.7487145,6.9063997
NCBI|TANNI_GJFV01002407.1_1_318|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,1.8173685,1,,False,12.283628,4.713973,9.527597,-1.5183172,0.4057400667541924,-0.2091514909754163,-0.2113678765440198,,-55.583355,1.8062716,19.962387,7.545193,-5.6028733
NCBI|TANNI_GJFV01002408.1_1_327|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,1.4781214,1,,False,12.339817,4.828195,9.641737,-1.8634717,0.3701109100621646,-0.2345201983846297,-0.2413049907383337,,-56.272076,1.8306429,20.441116,7.0765314,-5.222187
NCBI|TANNI_GJFV01002409.1_1_333|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,1.734116,1,,False,12.152149,4.6212606,9.663496,-1.4381547,0.4981469581051038,-0.2157083576042643,-0.1671509489081319,,-55.471184,0.99974054,19.172785,7.7825637,-4.759732
NCBI|TANNI_GJFV01002410.1_1_321|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,0.91940707,1,,False,12.333757,4.8835406,9.614576,-2.310665,0.2616983653851034,-0.2818699666181458,-0.2021006887695207,,-59.39888,2.2108154,22.869532,6.4332833,-3.5235317
NCBI|TANNI_GJFV01002419.1_1_255|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,6.957063,2,,False,11.7725935,6.575857,7.962427,2.4756203,0.2301997498949541,0.1201223430367427,-0.1228461807017347,,-24.556995,6.9220576,6.880604,0.6024424,2.0970573
NCBI|TANNI_GJFV01002420.1_1_258|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.09254,2,,False,13.105463,5.4496117,7.35996,3.454316,0.0519395706540317,0.1510664898259935,-0.1772859906607323,,-13.195714,4.0286055,1.5497319,4.635096,1.1986067
NCBI|TANNI_GJFV01002421.1_70_255|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,6.504268,2,,False,14.004175,5.6357756,6.698357,1.6024345,-0.0058602017732411,-0.0682948207640509,-0.3259499168915719,,-27.72348,15.615826,5.7694373,11.553637,5.8190875
NCBI|TANNI_GJFV01002438.1_1_327|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10.0,1.8383261,1,,False,12.273205,4.8642383,9.59786,-1.715083,0.4267862127909566,-0.0656409400254973,-0.1806952279028447,,-55.672356,1.6966712,19.905796,7.461562,-5.441575
TR|A7X3N6|Telescopus_dhara,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,5.9487095,2,2.0,False,10.458221,6.9824157,9.219953,2.1818812,0.2115157107034019,0.1573834989818889,-0.1864263268877306,,-25.823498,-1.4884033,8.411091,-0.9444902,8.1694975
TR|A7X3S5|Telescopus_dhara,Non-standard,Non-standard,,Secreted,MKT,9.0,5.8915257,2,2.0,False,13.322495,5.3460884,7.3942127,1.6136988,0.0874769198556972,-0.1933391768378941,-0.1983782443522218,,-32.145954,11.080559,8.088221,8.584495,5.659302
SP|A7X3V0|Telescopus_dhara,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,3.8700168,1,2.0,True,13.846911,5.1864843,7.3899612,-0.880074,0.3735715743574858,-0.2002477724047142,-0.3706285382693428,,-51.56678,12.672663,15.964104,12.2132635,-0.58842313
TR|A7X3S8|Telescopus_dhara,Non-standard,Non-standard,,Secreted,MKT,11.0,5.8573394,2,2.0,False,13.4135,5.3492975,7.3024077,1.3865923,0.1729444678349556,-0.1453909816336063,-0.2629453555349978,,-32.147392,11.09924,8.087371,8.597164,5.635255
NCBI|THAST_JK264299.1_33_284|Thamnodynastes_strigatus,Plesiotypic,Plesiotypic,,Secreted,,10.0,7.7939625,2,,False,11.851488,6.716395,7.091749,3.0527997,0.2229755669322327,0.0412504505234758,-0.2169532659653146,,-11.19325,13.334634,5.107742,5.1305118,7.477732
NCBI|Tele_NC_045548_1_gene_1_mRNA_14|Thamnophis_elegans,Non-standard,Non-standard,,Secreted,,9.0,7.9778795,1,,False,13.8107195,5.321038,6.407854,3.5345094,-0.0898537387910656,0.3246091900873921,-0.2112429602137367,,-6.461807,5.963777,-0.67498755,8.779964,1.1253347
NCBI|THAEL_XM_032222341.1_64_258|Thamnophis_elegans,Non-standard,Non-standard,,Secreted,MKT,9.0,7.87875,1,1.0,False,13.922962,5.263713,6.376526,3.7193146,-0.1391281239727406,0.2950124010951316,-0.2998936139858873,,-6.461612,5.9477777,-0.69736624,8.773021,1.1260273
NCBI|Tele_NC_045548_1_gene_1_mRNA_1_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.150027,2,,False,11.111322,7.0492616,6.7122827,3.2720256,0.0381684463579673,0.175148339303894,-0.1679636340683521,,-7.8726397,12.442036,2.563935,4.6176276,8.227507
NCBI|Tele_NC_045548_1_gene_1_mRNA_10_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.139594,1,,False,11.610355,6.6773314,6.468961,3.1875424,0.1012324095737177,0.0404884682134582,-0.1360400553340216,,-9.397912,11.432547,3.5178232,7.682502,7.025945
NCBI|Tele_NC_045548_1_gene_1_mRNA_11_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,10.145213,1,,False,13.781009,5.2052803,6.443858,5.6586666,-0.1753390698611208,0.0148173115158272,-0.2252557122530525,,-8.623469,-15.94015,-3.922556,-6.2248907,11.39226
NCBI|Tele_NC_045548_1_gene_1_mRNA_13_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,10.025359,1,,False,13.7436905,5.30956,6.529804,5.4516397,-0.2162098409772808,0.0733841752857365,-0.2786798492672544,,-8.733336,-15.736553,-3.9243705,-6.3642745,11.767933
NCBI|Tele_NC_045548_1_gene_1_mRNA_16|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,7.661939,1,,False,13.724579,5.328622,6.1907697,3.1050673,0.1640736444351446,0.2817618060816662,-0.3042611444885257,,-13.244015,10.940705,1.5176033,9.7404175,2.9580398
NCBI|Tele_NC_045548_1_gene_1_mRNA_17|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,6.741581,2,,False,12.172729,6.273776,7.9575057,2.2977731,0.1556635580165821,0.0983323447312783,0.0643538881068086,,-25.69068,9.020105,9.95085,2.6024487,1.7839185
NCBI|Tele_NC_045548_1_gene_1_mRNA_18|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,7.083101,2,,False,12.175773,6.3050175,7.5736713,2.3542557,0.1989326176152957,0.1303267129127136,-0.0588452284950066,,-25.264267,9.112065,9.717813,2.904203,1.5490983
NCBI|Tele_NC_045548_1_gene_1_mRNA_2_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.245189,1,,False,11.908836,6.513697,6.4726286,3.2072237,0.1180083784761973,0.0428759844715502,-0.1642254786665139,,-9.417909,11.407193,3.5188866,7.705394,7.0113206
NCBI|Tele_NC_045548_1_gene_1_mRNA_4_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,10.282425,1,,False,13.646911,5.292123,6.6053505,5.621156,-0.1514232514956042,-0.1425884633156148,-0.2151416313552845,,-8.312147,-16.333328,-4.282698,-5.997905,10.842565
NCBI|Tele_NC_045548_1_gene_1_mRNA_5_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.1385565,2,,False,11.361853,6.924086,6.6628532,3.1480527,-0.0003308822209478,0.2025625008518285,-0.1678986106367437,,-7.6875167,12.280395,2.127482,4.6001124,8.1778345
NCBI|Tele_NC_045548_1_gene_1_mRNA_6_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,10.169763,1,,False,13.605131,5.344763,6.6831837,5.578638,-0.2015060226247645,-0.056519078291329,-0.1808886862611803,,-8.193308,-16.284985,-4.7737103,-6.0212526,11.17525
NCBI|Tele_NC_045548_1_gene_1_mRNA_7_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.340938,1,,False,10.045003,7.6902995,5.7744975,3.4703088,0.0788464003920878,0.5048124630654875,-0.1915431457082291,,-1.2903526,17.852558,-2.1893191,9.109998,7.7720995
NCBI|Tele_NC_045548_1_gene_1_mRNA_8_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,9.756611,1,,False,13.769525,5.234974,6.612056,5.2494464,-0.2068051215611552,0.0241743550676032,-0.280063888983631,,-8.821849,-15.5978,-3.959035,-6.3563657,12.068914
NCBI|Tele_NC_045548_1_gene_1_mRNA_9_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10.0,9.876144,1,,False,13.823835,5.199755,6.634139,5.2278237,-0.123523295982542,-0.0079645748157084,-0.2526072229051024,,-8.6177635,-15.989074,-4.139211,-5.789116,11.568529
NCBI|Tele_rna_XM_032222338_1|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,7.3131304,1,1.0,False,13.365693,5.8813276,6.191198,3.0150197,0.1976733349630668,0.3937563560063717,-0.21698686695845,,-12.000909,9.683945,2.7247515,8.505468,1.3877226
NCBI|Tele_rna_XM_032222748_1_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKA,10.0,8.526743,2,2.0,False,11.070694,6.979852,6.519343,3.6159053,-0.0026950359683151,0.0203155765787683,-0.169611955412632,,-8.25243,15.077345,3.0267947,5.3709908,10.338091
NCBI|THAEL_XM_032222342.1_49_258|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,7.592067,1,1.0,False,13.752281,5.271548,6.3012676,2.9843318,0.240494961048677,0.2115751649348601,-0.2780132647661646,,-13.273404,10.950327,1.5232925,9.761509,2.9613898
NCBI|THAEL_XM_032222748.1_26_265|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKA,10.0,8.580252,2,2.0,False,11.076253,7.1914153,6.6977787,3.5786705,-0.0831983119588844,0.0274429237647199,-0.126657503412002,,-8.239499,15.107366,3.0277429,5.34523,10.365962
NCBI|Tele_NC_045548_1_gene_1_mRNA_15_mka|Thamnophis_elegans,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,,8.0,11.415148,2,,False,7.882612,9.625881,7.598188,5.961993,-0.1889409580678603,0.0255545469981374,-0.0736896782687647,,16.227274,0.5964745,-8.3738785,2.6088445,6.438449
NCBI|Tele_rna_XM_032222667_1_mka|Thamnophis_elegans,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,MKA,8.0,11.497788,2,2.0,False,7.860174,10.463945,8.229756,6.570331,-0.0879329908345129,-0.0941401774102329,0.0708230478985051,,19.846615,-0.78479946,-11.743647,-0.14654002,7.241705
NCBI|THAEL_XR_004255865.1_31_267|Thamnophis_elegans,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,,8.0,11.126601,2,,False,7.569093,10.012346,7.556474,5.7744994,-0.2677914010205827,0.0513075477784414,-0.0692866467881467,,16.183622,0.6003427,-8.33249,2.6731215,6.486993
NCBI|THASI_GDKU01029485.1_88_309|Thamnophis_sirtalis,Non-standard,Non-standard,,Secreted,,11.0,6.779249,2,,False,12.554007,6.1744056,8.012884,2.0624158,0.1626821099378581,-0.0363981703633112,0.0878002784821349,,-26.009157,8.9822035,10.178064,2.321046,1.9385864
None|Thelotornis_mossambicanus_3FTx_01|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,6.3672953,2,,False,10.576496,6.6403046,9.033257,2.5897279,-0.0500531792670308,0.025620001583975,-0.1422961551475821,,-23.600874,-1.9903508,6.0268397,-0.9211649,8.021632
None|Thelotornis_mossambicanus_3FTx_04|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,,9.0,7.2255907,2,,False,11.0243025,5.9399543,8.318302,3.1425128,-0.009930365922093,0.0125825140684781,-0.0839518151953146,,-18.899082,-0.23596738,4.3212337,-2.1716666,3.7468665
TR|A0A646QBR0|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,,9.0,7.1911554,2,,False,11.082795,6.1268554,8.587453,3.063309,0.0481097452005838,-0.0719239434910931,-0.0642324633376266,,-18.88568,-0.71200776,5.030679,-1.6364633,3.5512686
TR|A0A646QDR7|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,,9.0,7.319246,2,,False,11.493894,5.830139,8.147407,3.265616,-0.0095485832947815,0.0412651431016058,-0.1351686659584105,,-18.826155,-0.09811232,4.1692314,-2.2056634,3.7818525
None|Thelotornis_mossambicanus_3FTx_05|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10.0,5.3607035,1,,False,13.064483,5.599867,7.2563624,0.8420739,0.4697781727659784,0.2149386381725476,-0.1601395160986642,,-35.85632,20.933321,12.243897,11.166132,5.1444254
None|Thelotornis_mossambicanus_3FTx_06|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10.0,5.8514147,1,,False,13.7875185,6.010556,6.8614063,1.102864,0.2808210618037638,0.0775786069786017,-0.2679251923998145,,-30.14762,17.644508,8.992066,12.885572,4.5263224
None|Thelotornis_mossambicanus_3FTx_08|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10.0,6.0756288,1,,False,13.637755,5.1496825,6.7652073,1.699208,0.2976132653719376,0.0559630517889833,-0.340710110925334,,-33.248447,14.906049,7.4295535,9.934561,1.970146
None|Thelotornis_mossambicanus_3FTx_09|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10.0,5.833609,2,,False,13.513819,5.108325,7.0392065,1.1585643,0.3400294957221382,-0.0312699490252412,-0.3569621971665909,,-33.91838,15.895656,8.78905,9.594343,2.6132078
None|Thelotornis_mossambicanus_3FTx_11|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10.0,5.609488,2,,False,13.481641,5.112271,6.9615874,1.1325246,0.3792437447853345,-0.0461291786213763,-0.370157531152583,,-34.060432,15.951008,9.031552,9.686633,2.361809
None|Thelotornis_mossambicanus_3FTx_15|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10.0,6.195214,1,,False,13.50644,5.1710496,6.928701,1.4991537,0.3035949781722807,0.0041013655852689,-0.3356069599399037,,-33.304585,14.975524,7.609226,9.938377,2.0026236
SP|A7X6I4|Thrasops_jacksonii,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,MKT,9.0,7.0291095,2,2.0,False,10.842281,6.1855845,8.760648,3.013668,-0.063464089157663,0.0653432429739818,-0.0269064918683544,,-20.046547,-1.0755771,5.607462,-3.052784,3.1603277
TR|A7X3T6|Thrasops_jacksonii,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,6.024982,2,2.0,False,13.584766,5.0665708,6.9310613,1.6218332,0.2868894180973388,0.0079171949572856,-0.3541891172118137,,-33.69484,15.756069,8.387497,9.518605,2.7382264
TR|A7X3U4|Thrasops_jacksonii,Plesiotypic,Plesiotypic,,Secreted,MKL,10.0,5.8245606,2,1.0,False,14.081377,5.9009724,6.7952824,1.0298457,0.1365936647374164,-0.078480679443778,-0.2521315000550297,,-29.614275,18.126003,7.9417624,12.936872,4.7337685
TR|A7X3U7|Thrasops_jacksonii,Non-standard,Non-standard,,Secreted,MKT,11.0,5.72517,1,1.0,False,14.072081,5.6231737,6.6453633,1.027945,0.2277386468008839,-0.031164071661962,-0.3368375651825804,,-30.211376,19.14491,7.594524,13.680349,3.4956398
NCBI|TREVA_GGQZ01007816.1_20_253|Tretanorhinus_variabilis,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,6.59512,2,,False,10.415427,6.943372,9.139831,3.042758,-0.0798144983497032,0.0603067906884164,0.069094533425116,,-22.950893,-5.9317555,5.986614,-5.2620215,6.842791
SP|A7X3S2|Trimorphodon_biscutatus,Non-standard,Non-standard,,Secreted,MKT,9.0,2.1068535,1,1.0,False,12.155199,4.7417803,10.225448,-1.1432465,0.1806687552743738,-0.3409665298181338,0.0210424016114316,,-53.556828,-1.4813133,17.482483,7.6337714,-7.535199
SP|A7X3S0|Trimorphodon_biscutatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,4.4084334,1,1.0,False,14.45185,5.6954303,6.9879446,-0.6896442,0.3515422807544816,-0.2254339081883746,-0.2975119047043605,,-56.163765,13.593659,16.511324,14.626784,2.4461076
TR|A7X3Q9|Trimorphodon_biscutatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,7.662398,2,2.0,False,12.296128,6.083696,7.716923,3.3274508,0.0745077045324623,-0.0157655732540187,-0.2099530445775426,,-15.152942,2.9176052,2.0013614,2.3014996,2.18168
TR|A0A193CHM1|Trimorphodon_lambda,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,4.6575274,1,1.0,True,13.982114,5.486639,7.099557,-0.47777876,0.246327043382001,-0.1761770790300032,-0.3240381583900527,,-54.108353,14.3804245,16.809372,14.0978565,-0.12575321
TR|A0A193CHM4|Trimorphodon_lambda,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,4.271353,1,2.0,False,14.481924,5.6129293,6.85088,-0.74494094,0.3317922789016307,-0.219048653310717,-0.3086903212350228,,-56.23236,13.562353,16.593704,14.68701,2.5139542
TR|A0A193CHM5|Trimorphodon_lambda,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,4.5131392,1,1.0,False,14.402643,5.5757537,7.1105847,-0.7625631,0.3436123168828107,-0.1650919816057148,-0.3474671613675907,,-56.14159,13.620527,16.524485,14.613707,2.3355556
NCBI|XENME_JZ904769.1_12_257|Xenodon_merremii,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,6.4309745,2,,False,10.517764,7.0437355,9.140976,2.6087704,0.0138493570471453,0.2003970199444828,0.0380310644315645,,-23.56136,-4.534515,7.0058327,-3.8106096,7.1919737
NCBI|XENME_JZ904948.1_7_246|Xenodon_merremii,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,6.640629,1,,False,10.35902,6.8141117,9.149984,2.8520768,-0.0681831011416896,-0.0093096691867311,0.1243717847703891,,-23.311865,-7.322311,7.731693,-4.9616137,6.433512
NCBI|XENME_JZ904898.1_10_261|Xenodon_merremii,Plesiotypic,Plesiotypic,,Secreted,,10.0,7.8804345,1,,False,12.071733,6.511663,7.478308,3.3904479,0.1014686923308589,-0.0370857676095274,-0.1760761012205255,,-22.227055,3.1949377,6.9179583,2.7818704,5.947471
SP|P01385|Acanthophis_antarcticus,Long-chain,Long-chain,,Secreted,,10.0,11.105969,1,,False,18.817131,3.9663084,13.354166,-0.025005424,-0.0712453128519427,-0.0992642927187275,-0.0221369637795786,,-21.141056,-38.493195,8.390297,-14.949644,-5.403648
SP|P0DKW9|Acanthophis_antarcticus,Long-chain,Long-chain,,Secreted,,10.0,10.927227,1,,False,18.745672,3.8152516,13.045361,0.018436786,-0.0268404079521066,-0.1381832834423109,-0.0205972457479073,,-25.38832,-33.22791,10.536323,-13.9484,-6.037215
SP|P34073|Acanthophis_antarcticus,Long-chain,Long-chain,,Secreted,,10.0,11.494354,2,,False,18.448664,4.112985,13.4049635,0.5975119,-0.2021831354311115,-0.1699883641131291,-0.0347071570925734,,-17.207104,-38.628933,7.3693595,-16.271185,-4.1437755
SP|P01434|Acanthophis_antarcticus,Short-chain,Short-chain,,Secreted,,9.0,19.49589,2,,False,7.2082944,8.217744,11.468136,12.145567,-0.3517172718929161,-0.2911931420494644,0.2356893320119582,,33.54554,-39.19386,-17.834715,-20.59649,1.5517668
TR|R4FI70|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10.0,10.458244,2,2.0,False,18.391918,4.4465356,12.890524,-0.116001844,0.0449244212529787,-0.1144612080781177,-0.1069772242788654,,-24.594748,-34.501183,9.1130495,-13.2045,-6.747307
TR|R4FI75|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10.0,9.965217,2,2.0,False,20.110373,5.570028,14.31271,-0.83589196,-0.1584083468063577,-0.0756814932556619,0.021418613772072,,-25.13918,-44.245056,3.1489491,-13.742915,-11.520052
TR|R4G2D8|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10.0,10.396365,1,2.0,False,18.597569,4.2837725,12.840766,-0.3325433,0.0829934670578049,-0.1616000198799987,-0.0421484699592261,,-25.54243,-33.634735,10.473601,-13.403463,-6.5450106
TR|R4G2D9|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10.0,10.937976,1,2.0,False,18.880022,3.9818728,13.446374,-0.062282875,-0.0830917926167326,-0.0918030673958215,-0.0195480349996165,,-21.227568,-38.450233,8.425309,-14.8830385,-5.5190783
TR|R4G2P6|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10.0,10.015586,2,2.0,False,20.356003,5.2178288,14.5835495,-0.90800405,-0.2113789887929466,-0.0923130505561223,0.0640124775690451,,-25.63392,-46.166214,2.4699852,-15.142478,-11.329133
TR|R4G7E7|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10.0,10.334289,1,2.0,False,18.513464,4.2269144,12.846806,-0.21020328,0.1154329340424302,-0.0820316313770836,-0.0888983610459377,,-25.509373,-33.676548,10.430006,-13.167184,-6.5714526
TR|R4G7E8|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10.0,10.871204,1,2.0,False,18.917616,3.8936255,13.315166,-0.13477851,-0.0681948555483289,-0.1016985947576006,-0.0179347105204696,,-21.28464,-38.42929,8.421409,-14.862695,-5.5787945
TR|R4G2D7|Acanthophis_wellsi,Short-chain,Short-chain,,Secreted,MKT,9.0,19.51905,2,2.0,False,7.5047803,8.081959,11.456857,12.19137,-0.2717238180778744,-0.3018031138451676,0.1487451704529949,,33.515774,-39.019836,-17.918463,-20.440996,1.6479568
TR|R4G2P2|Acanthophis_wellsi,Short-chain,Short-chain,,Secreted,MKT,8.0,14.853699,2,2.0,False,7.2873664,8.78958,9.4057255,8.801814,-0.4001142775735971,-0.0588440205887709,0.1354231324972972,,24.48006,-20.591541,-14.910562,-6.3276052,0.53453934
SP|P19958|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,,9.0,20.027512,2,,False,7.3370357,7.892018,11.041605,12.633224,-0.4441717850665837,-0.4067721768720539,0.2614568975407394,,31.368053,-43.18472,-14.73138,-20.920776,-0.42210302
SP|P19959|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,MKT,9.0,20.078085,2,2.0,False,7.5199246,7.9626594,11.175219,12.564552,-0.4104760887537357,-0.3949009078767628,0.2473514112243431,,32.13529,-43.048676,-15.310862,-20.488064,0.26390684
SP|P19960|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,MKT,9.0,19.85914,2,2.0,False,7.537347,7.8611994,11.180441,12.538498,-0.4438101264938744,-0.4200500497821647,0.2517542821060345,,31.226803,-43.265423,-14.500806,-21.028122,-0.71914726
SP|P32879|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,,9.0,20.062445,2,,False,7.3106427,7.9716635,11.278564,12.591959,-0.4302681664998626,-0.4217585325126562,0.2660804556380993,,31.397535,-43.144035,-14.699729,-20.36832,-0.4827459
NCBI|ASPSC_GHOC01000120.1_C395_189|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10.0,11.225656,1,,False,19.857922,4.513059,14.563774,0.17644776,-0.2931626590395262,-0.142273780956818,0.0598099489909142,13.361665430552758,-18.252136,-46.3888,1.69891,-17.234865,-8.032945
NCBI|ASPSC_GHOC01000728.1_C419_201|Aspidelaps_scutatus,Non-standard,Non-standard,,Secreted,,11.0,9.92964,2,,False,19.724297,5.467316,14.168751,-0.41286448,-0.1831205185710884,-0.10392916119051,0.0819085997980438,,-23.083445,-43.84334,2.2840223,-12.023765,-11.034962
NCBI|ASPSC_GHOC01001452.1_C395_195|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10.0,9.336933,2,,False,19.461935,5.7017145,13.759957,-0.47796968,-0.0813279679786374,-0.0787166764882588,0.0831242875033688,,-23.645948,-42.944202,3.2977536,-11.427751,-11.324892
NCBI|ASPSC_GHOC01002482.1_C199_2|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10.0,10.943604,2,,False,19.981737,4.7695427,14.5722475,-0.073430054,-0.2716615750122159,-0.1232911847309725,0.0874419813033172,,-17.616058,-46.549744,1.1494347,-17.250082,-7.4177637
SP|P25670|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10.0,11.004723,2,,False,19.651472,4.597754,14.375411,0.15886486,-0.2359423221169128,-0.1408305407663997,0.0480392437468068,,-18.352287,-46.304104,1.8099244,-17.274187,-8.098342
